cleaning_status,platinum_prompt,platinum_prompt_no_cot,platinum_target,original_target,platinum_parsing_strategy,input,output_program,output_answer,split,dataset,bodmas_question,elog_question,trigno_question
consensus,"Solve the following math word problem.

A farmer estimates that he will harvest 48,097 bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

A farmer estimates that he will harvest 48,097 bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['48781'],['48781'],math,"A farmer estimates that he will harvest 48,097 bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(48097+684-x)
print(answer)",48781,test,singleq,"A farmer estimates that he will harvest (48098-(0.5*2))  bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?","A farmer estimates that he will harvest EXPONENTIAL(LOG(48097))  bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?","A farmer estimates that he will harvest (48097.0*(sec^2(66)-tan^2(66)))  bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?"
consensus,"Solve the following math word problem.

There are 25 popular trees currently in the park. Park workers will plant  73 more popular trees today. How many popular trees will the park have when the workers are finished ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 25 popular trees currently in the park. Park workers will plant  73 more popular trees today. How many popular trees will the park have when the workers are finished ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['98'],['98'],math,There are 25 popular trees currently in the park. Park workers will plant  73 more popular trees today. How many popular trees will the park have when the workers are finished ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(25+73-x)
print(answer)",98,test,singleq,There are 25 popular trees currently in the park. Park workers will plant  (74-(31/31))  more popular trees today. How many popular trees will the park have when the workers are finished ?,There are 25 popular trees currently in the park. Park workers will plant  EXPONENTIAL(LOG(73))  more popular trees today. How many popular trees will the park have when the workers are finished ?,There are 25 popular trees currently in the park. Park workers will plant  (72+(sec^2(25)-tan^2(25)))  more popular trees today. How many popular trees will the park have when the workers are finished ?
consensus,"Solve the following math word problem.

Connie had some marbles. Connie gave 183 to Juan. Now Connie has 593 marbles left. How many did Connie have to start with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Connie had some marbles. Connie gave 183 to Juan. Now Connie has 593 marbles left. How many did Connie have to start with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['776'],['776'],math,Connie had some marbles. Connie gave 183 to Juan. Now Connie has 593 marbles left. How many did Connie have to start with?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(x-183-593)
print(answer)",776,test,singleq,Connie had some marbles. Connie gave (183.0*(75/75))  to Juan. Now Connie has 593 marbles left. How many did Connie have to start with?,Connie had some marbles. Connie gave EXPONENTIAL(LOG(183))  to Juan. Now Connie has 593 marbles left. How many did Connie have to start with?,Connie had some marbles. Connie gave (183.0*(sec^2(49)-tan^2(49)))  to Juan. Now Connie has 593 marbles left. How many did Connie have to start with?
consensus,"Solve the following math word problem.

Benny goes to lunch with Sally and Sandy. The total bill came to 15 dollars. They decided to equally split up the bill, how much will each person have to pay ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Benny goes to lunch with Sally and Sandy. The total bill came to 15 dollars. They decided to equally split up the bill, how much will each person have to pay ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,"Benny goes to lunch with Sally and Sandy. The total bill came to 15 dollars. They decided to equally split up the bill, how much will each person have to pay ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(15/3-x)
print(answer)",5,test,singleq,"Benny goes to lunch with Sally and Sandy. The total bill came to (14+(0.5*2))  dollars. They decided to equally split up the bill, how much will each person have to pay ?","Benny goes to lunch with Sally and Sandy. The total bill came to EXPONENTIAL(LOG(15))  dollars. They decided to equally split up the bill, how much will each person have to pay ?","Benny goes to lunch with Sally and Sandy. The total bill came to (14+(cosec^2(72) - cot^2(72)))  dollars. They decided to equally split up the bill, how much will each person have to pay ?"
consensus,"Solve the following math word problem.

Sam had 98 pennies in his bank. He spent 93 of his pennies. How many pennies does he have now ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sam had 98 pennies in his bank. He spent 93 of his pennies. How many pennies does he have now ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,Sam had 98 pennies in his bank. He spent 93 of his pennies. How many pennies does he have now ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(98-93-x)
print(answer)",5,test,singleq,Sam had 98 pennies in his bank. He spent (92+(0.5*2))  of his pennies. How many pennies does he have now ?,Sam had 98 pennies in his bank. He spent LOG(EXPONENTIAL(93))  of his pennies. How many pennies does he have now ?,Sam had 98 pennies in his bank. He spent (93/(cos^2(72) + sin^2(72)))  of his pennies. How many pennies does he have now ?
consensus,"Solve the following math word problem.

Priya needs 54 cupcakes for a birthday party. She already has 15 chocolate cupcakes and 25 vanilla cupcakes. How many more cupcakes should Priya buy?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Priya needs 54 cupcakes for a birthday party. She already has 15 chocolate cupcakes and 25 vanilla cupcakes. How many more cupcakes should Priya buy?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['14'],['14'],math,Priya needs 54 cupcakes for a birthday party. She already has 15 chocolate cupcakes and 25 vanilla cupcakes. How many more cupcakes should Priya buy?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(54-(15+25)-x)
print(answer)",14,test,singleq,Priya needs 54 cupcakes for a birthday party. She already has (14+(72/72))  chocolate cupcakes and 25 vanilla cupcakes. How many more cupcakes should Priya buy?,Priya needs 54 cupcakes for a birthday party. She already has EXPONENTIAL(LOG(15))  chocolate cupcakes and 25 vanilla cupcakes. How many more cupcakes should Priya buy?,Priya needs 54 cupcakes for a birthday party. She already has (15/(cosec^2(52) - cot^2(52)))  chocolate cupcakes and 25 vanilla cupcakes. How many more cupcakes should Priya buy?
consensus,"Solve the following math word problem.

Connie has 323 marbles. Juan has 175 more marbles than Connie. How many marbles does Juan have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Connie has 323 marbles. Juan has 175 more marbles than Connie. How many marbles does Juan have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['498'],['498'],math,Connie has 323 marbles. Juan has 175 more marbles than Connie. How many marbles does Juan have?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(323+175-x)
print(answer)",498,test,singleq,Connie has 323 marbles. Juan has (175/(0.5*2))  more marbles than Connie. How many marbles does Juan have?,Connie has 323 marbles. Juan has EXPONENTIAL(LOG(175))  more marbles than Connie. How many marbles does Juan have?,Connie has 323 marbles. Juan has (175.0*(cosec^2(42) - cot^2(42)))  more marbles than Connie. How many marbles does Juan have?
consensus,"Solve the following math word problem.

How many cookies would you have if you had 37 bags of cookies with 19 cookies in each bag?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

How many cookies would you have if you had 37 bags of cookies with 19 cookies in each bag?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['703'],['703'],math,How many cookies would you have if you had 37 bags of cookies with 19 cookies in each bag?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(37*19-x)
print(answer)",703,test,singleq,How many cookies would you have if you had (37.0*(0.5*2))  bags of cookies with 19 cookies in each bag?,How many cookies would you have if you had EXPONENTIAL(LOG(37))  bags of cookies with 19 cookies in each bag?,How many cookies would you have if you had (37/(sec^2(7)-tan^2(7)))  bags of cookies with 19 cookies in each bag?
consensus,"Solve the following math word problem.

There are 27 pencils in the drawer. Nancy placed 45 more  pencils in the drawer. How many pencils are now there in total ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 27 pencils in the drawer. Nancy placed 45 more  pencils in the drawer. How many pencils are now there in total ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['72'],['72'],math,There are 27 pencils in the drawer. Nancy placed 45 more  pencils in the drawer. How many pencils are now there in total ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(27+45-x)
print(answer)",72,test,singleq,There are 27 pencils in the drawer. Nancy placed (44+(0.5*2))  more  pencils in the drawer. How many pencils are now there in total ?,There are 27 pencils in the drawer. Nancy placed EXPONENTIAL(LOG(45))  more  pencils in the drawer. How many pencils are now there in total ?,There are 27 pencils in the drawer. Nancy placed (45.0*(cos^2(62) + sin^2(62)))  more  pencils in the drawer. How many pencils are now there in total ?
verified,"Solve the following math word problem.

Fred has 709 green balloons, he gave Sandy 221 of the balloons. How many green balloons does he now have ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Fred has 709 green balloons, he gave Sandy 221 of the balloons. How many green balloons does he now have ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['488'],['488'],math,"Fred has 709 green balloons, he gave Sandy 221 of the balloons. How many green balloons does he now have ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(709-221-x)
print(answer)",488,test,singleq,"Fred has 709 green balloons, he gave Sandy (221/(5/5))  of the balloons. How many green balloons does he now have ?","Fred has 709 green balloons, he gave Sandy EXPONENTIAL(LOG(221))  of the balloons. How many green balloons does he now have ?","Fred has 709 green balloons, he gave Sandy (222-(cos^2(79) + sin^2(79)))  of the balloons. How many green balloons does he now have ?"
verified,"Solve the following math word problem.

Sandy has 10 books, Benny has 24 books, and Tim has  33 books. How many books do they have together ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sandy has 10 books, Benny has 24 books, and Tim has  33 books. How many books do they have together ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['67'],['67'],math,"Sandy has 10 books, Benny has 24 books, and Tim has  33 books. How many books do they have together ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(10+24+33-x)
print(answer)",67,test,singleq,"Sandy has (11-(98/98))  books, Benny has 24 books, and Tim has  33 books. How many books do they have together ?","Sandy has LOG(EXPONENTIAL(10))  books, Benny has 24 books, and Tim has  33 books. How many books do they have together ?","Sandy has (11-(cos^2(56) + sin^2(56)))  books, Benny has 24 books, and Tim has  33 books. How many books do they have together ?"
verified,"Solve the following math word problem.

There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['629'],['629'],math,There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(37*17-x)
print(answer)",629,test,singleq,There are 37 baskets. There are (17.0*(11/11))  apples in each basket. How many apples are there in all?,There are 37 baskets. There are EXPONENTIAL(LOG(17))  apples in each basket. How many apples are there in all?,There are 37 baskets. There are (16+(sec^2(55)-tan^2(55)))  apples in each basket. How many apples are there in all?
verified,"Solve the following math word problem.

Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has 6,359 yen and their savings account now has 3,485 yen. How many yen do they have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has 6,359 yen and their savings account now has 3,485 yen. How many yen do they have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['9844'],['9844'],math,"Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has 6,359 yen and their savings account now has 3,485 yen. How many yen do they have?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(6359+3485-x)
print(answer)",9844,test,singleq,"Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has (6359.0*(50/50))  yen and their savings account now has 3,485 yen. How many yen do they have?","Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has LOG(EXPONENTIAL(6359))  yen and their savings account now has 3,485 yen. How many yen do they have?","Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has (6358+(sec^2(24)-tan^2(24)))  yen and their savings account now has 3,485 yen. How many yen do they have?"
verified,"Solve the following math word problem.

There were a total of 27 soccer games during the 3 month season.  If the games are equally divided, how many soccer games are played a month ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There were a total of 27 soccer games during the 3 month season.  If the games are equally divided, how many soccer games are played a month ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['9'],['9'],math,"There were a total of 27 soccer games during the 3 month season.  If the games are equally divided, how many soccer games are played a month ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(27/3-x)
print(answer)",9,test,singleq,"There were a total of 27 soccer games during the (4-(55/55))  month season.  If the games are equally divided, how many soccer games are played a month ?","There were a total of 27 soccer games during the EXPONENTIAL(LOG(3))  month season.  If the games are equally divided, how many soccer games are played a month ?","There were a total of 27 soccer games during the (2+(cos^2(7) + sin^2(7)))  month season.  If the games are equally divided, how many soccer games are played a month ?"
verified,"Solve the following math word problem.

Shannon, Brenda’s neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Shannon, Brenda’s neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['6'],['6'],math,"Shannon, Brenda’s neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(48/8-x)
print(answer)",6,test,singleq,"Shannon, Brenda’s neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have (9-(0.5*2))  of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?","Shannon, Brenda’s neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have EXPONENTIAL(LOG(8))  of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?","Shannon, Brenda’s neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have (7+(cos^2(6) + sin^2(6)))  of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?"
verified,"Solve the following math word problem.

Fred earns $12.50 an hour cleaning houses. If he works for 8 hours, how much money will he make ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Fred earns $12.50 an hour cleaning houses. If he works for 8 hours, how much money will he make ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['100'],['100'],math,"Fred earns $12.50 an hour cleaning houses. If he works for 8 hours, how much money will he make ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(12.50*8-x)
print(answer)",100,test,singleq,"Fred earns $12.50 an hour cleaning houses. If he works for (7+(0.5*2))  hours, how much money will he make ?","Fred earns $12.50 an hour cleaning houses. If he works for LOG(EXPONENTIAL(8))  hours, how much money will he make ?","Fred earns $12.50 an hour cleaning houses. If he works for (9-(sec^2(85)-tan^2(85)))  hours, how much money will he make ?"
verified,"Solve the following math word problem.

A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only 918 tons of grain remain onboard. How many tons of grain did the ship originally contain?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only 918 tons of grain remain onboard. How many tons of grain did the ship originally contain?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['50870'],['50870'],math,"A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only 918 tons of grain remain onboard. How many tons of grain did the ship originally contain?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(49952+918-x)
print(answer)",50870,test,singleq,"A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only (917+(88/88))  tons of grain remain onboard. How many tons of grain did the ship originally contain?","A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only EXPONENTIAL(LOG(918))  tons of grain remain onboard. How many tons of grain did the ship originally contain?","A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only (918.0*(cosec^2(73) - cot^2(73)))  tons of grain remain onboard. How many tons of grain did the ship originally contain?"
verified,"Solve the following math word problem.

There are 4 children in the classroom, each student will get 2 pencils. How many pencils will the teacher have to give out ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 4 children in the classroom, each student will get 2 pencils. How many pencils will the teacher have to give out ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['8'],['8'],math,"There are 4 children in the classroom, each student will get 2 pencils. How many pencils will the teacher have to give out ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(4*2-x)
print(answer)",8,test,singleq,"There are (3+(75/75))  children in the classroom, each student will get 2 pencils. How many pencils will the teacher have to give out ?","There are LOG(EXPONENTIAL(4))  children in the classroom, each student will get 2 pencils. How many pencils will the teacher have to give out ?","There are (4/(cosec^2(58) - cot^2(58)))  children in the classroom, each student will get 2 pencils. How many pencils will the teacher have to give out ?"
verified,"Solve the following math word problem.

Benny goes out to lunch with Sara and Tom. Each person orders the $8 lunch special. Benny agrees to pay the bill. How much will he have to pay ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Benny goes out to lunch with Sara and Tom. Each person orders the $8 lunch special. Benny agrees to pay the bill. How much will he have to pay ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['24'],['24'],math,Benny goes out to lunch with Sara and Tom. Each person orders the $8 lunch special. Benny agrees to pay the bill. How much will he have to pay ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(3*8-x)
print(answer)",24,test,singleq,Benny goes out to lunch with Sara and Tom. Each person orders the $(7+(0.5*2))  lunch special. Benny agrees to pay the bill. How much will he have to pay ?,Benny goes out to lunch with Sara and Tom. Each person orders the $EXPONENTIAL(LOG(8))  lunch special. Benny agrees to pay the bill. How much will he have to pay ?,Benny goes out to lunch with Sara and Tom. Each person orders the $(7+(cos^2(67) + sin^2(67)))  lunch special. Benny agrees to pay the bill. How much will he have to pay ?
verified,"Solve the following math word problem.

Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after 6 days of harvest?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after 6 days of harvest?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['498'],['498'],math,Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after 6 days of harvest?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(83*6-x)
print(answer)",498,test,singleq,Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after (5+(0.5*2))  days of harvest?,Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after LOG(EXPONENTIAL(6))  days of harvest?,Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after (6.0*(cos^2(96) + sin^2(96)))  days of harvest?
consensus,"Solve the following math word problem.

Sara picked 6 pears and Tim picked 5 pears from the pear tree. How many pears were picked in total ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sara picked 6 pears and Tim picked 5 pears from the pear tree. How many pears were picked in total ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['11'],['11'],math,Sara picked 6 pears and Tim picked 5 pears from the pear tree. How many pears were picked in total ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(6+5-x)
print(answer)",11,test,singleq,Sara picked 6 pears and Tim picked (5.0*(0.5*2))  pears from the pear tree. How many pears were picked in total ?,Sara picked 6 pears and Tim picked EXPONENTIAL(LOG(5))  pears from the pear tree. How many pears were picked in total ?,Sara picked 6 pears and Tim picked (5/(sec^2(83)-tan^2(83)))  pears from the pear tree. How many pears were picked in total ?
consensus,"Solve the following math word problem.

The junior ranger asked Christian to help him place 420 seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

The junior ranger asked Christian to help him place 420 seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['60'],['60'],math,"The junior ranger asked Christian to help him place 420 seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(420/7-x)
print(answer)",60,test,singleq,"The junior ranger asked Christian to help him place (420.0*(61/61))  seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?","The junior ranger asked Christian to help him place EXPONENTIAL(LOG(420))  seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?","The junior ranger asked Christian to help him place (421-(sec^2(35)-tan^2(35)))  seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?"
consensus,"Solve the following math word problem.

Ellen had 380 legos, but Ellen lost 57 of them. How many legos does Ellen have now?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Ellen had 380 legos, but Ellen lost 57 of them. How many legos does Ellen have now?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['323'],['323'],math,"Ellen had 380 legos, but Ellen lost 57 of them. How many legos does Ellen have now?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(380-57-x)
print(answer)",323,test,singleq,"Ellen had 380 legos, but Ellen lost (57/(12/12))  of them. How many legos does Ellen have now?","Ellen had 380 legos, but Ellen lost EXPONENTIAL(LOG(57))  of them. How many legos does Ellen have now?","Ellen had 380 legos, but Ellen lost (57/(cos^2(48) + sin^2(48)))  of them. How many legos does Ellen have now?"
consensus,"Solve the following math word problem.

A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load 8,723 more tons of cargo onboard. How many tons of cargo does the ship hold now?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load 8,723 more tons of cargo onboard. How many tons of cargo does the ship hold now?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['14696'],['14696'],math,"A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load 8,723 more tons of cargo onboard. How many tons of cargo does the ship hold now?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(5973+8723-x)
print(answer)",14696,test,singleq,"A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load (8723/(0.5*2))  more tons of cargo onboard. How many tons of cargo does the ship hold now?","A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load LOG(EXPONENTIAL(8723))  more tons of cargo onboard. How many tons of cargo does the ship hold now?","A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load (8723.0*(sec^2(81)-tan^2(81)))  more tons of cargo onboard. How many tons of cargo does the ship hold now?"
consensus,"Solve the following math word problem.

Fred has 40 baseball cards. Keith bought 22 of Fred's  baseball cards. How many baseball cards does Fred have now ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Fred has 40 baseball cards. Keith bought 22 of Fred's  baseball cards. How many baseball cards does Fred have now ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['18'],['18'],math,Fred has 40 baseball cards. Keith bought 22 of Fred's  baseball cards. How many baseball cards does Fred have now ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(40-22-x)
print(answer)",18,test,singleq,Fred has 40 baseball cards. Keith bought (23-(0.5*2))  of Fred's  baseball cards. How many baseball cards does Fred have now ?,Fred has 40 baseball cards. Keith bought EXPONENTIAL(LOG(22))  of Fred's  baseball cards. How many baseball cards does Fred have now ?,Fred has 40 baseball cards. Keith bought (21+(cosec^2(66) - cot^2(66)))  of Fred's  baseball cards. How many baseball cards does Fred have now ?
consensus,"Solve the following math word problem.

Mary picked 122 oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Mary picked 122 oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['227'],['227'],math,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(122+105-x)
print(answer)",227,test,singleq,Mary picked (121+(0.5*2))  oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?,Mary picked EXPONENTIAL(LOG(122))  oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?,Mary picked (123-(cosec^2(79) - cot^2(79)))  oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?
