cleaning_status,platinum_prompt,platinum_prompt_no_cot,platinum_target,original_target,platinum_parsing_strategy,input,output_program,output_answer,split,dataset,bodmas_question,elog_question,trigno_question
consensus,"Solve the following math word problem.

If Benjamin strolled 14 miles at 2 miles per hour, how long was Benjamin travelling?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

If Benjamin strolled 14 miles at 2 miles per hour, how long was Benjamin travelling?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['7'],['7'],math,"If Benjamin strolled 14 miles at 2 miles per hour, how long was Benjamin travelling?","answer=(14.0/2.0)
print(answer)",7,test,singleop,"If Benjamin strolled 14 miles at (3-(0.5*2))  miles per hour, how long was Benjamin travelling?","If Benjamin strolled 14 miles at EXPONENTIAL(LOG(2))  miles per hour, how long was Benjamin travelling?","If Benjamin strolled 14 miles at (2/(sec^2(72)-tan^2(72)))  miles per hour, how long was Benjamin travelling?"
consensus,"Solve the following math word problem.

Each bottle cap costs $2.00. How much do 6 bottle caps cost?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Each bottle cap costs $2.00. How much do 6 bottle caps cost?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['12'],['12'],math,Each bottle cap costs $2.00. How much do 6 bottle caps cost?,"answer=(2.0*6.0)
print(answer)",12,test,singleop,Each bottle cap costs $2.00. How much do (5+(89/89))  bottle caps cost?,Each bottle cap costs $2.00. How much do LOG(EXPONENTIAL(6))  bottle caps cost?,Each bottle cap costs $2.00. How much do (6/(sec^2(77)-tan^2(77)))  bottle caps cost?
consensus,"Solve the following math word problem.

 Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['111'],['111'],math, Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?,"answer=(142.0-31.0)
print(answer)",111,test,singleop, Josh had (142.0*(13/13))  pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?, Josh had EXPONENTIAL(LOG(142))  pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?, Josh had (142.0*(sec^2(68)-tan^2(68)))  pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?
consensus,"Solve the following math word problem.

Each ticket costs $9.00. How much do 4 tickets cost?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Each ticket costs $9.00. How much do 4 tickets cost?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['36'],['36'],math,Each ticket costs $9.00. How much do 4 tickets cost?,"answer=(9.0*4.0)
print(answer)",36,test,singleop,Each ticket costs $9.00. How much do (3+(0.5*2))  tickets cost?,Each ticket costs $9.00. How much do LOG(EXPONENTIAL(4))  tickets cost?,Each ticket costs $9.00. How much do (4/(cosec^2(76) - cot^2(76)))  tickets cost?
consensus,"Solve the following math word problem.

 Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled 229 egg rolls. What is the total number  of egg rolls Omar and Karen rolled?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled 229 egg rolls. What is the total number  of egg rolls Omar and Karen rolled?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['448'],['448'],math, Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled 229 egg rolls. What is the total number  of egg rolls Omar and Karen rolled?,"answer=(219.0+229.0)
print(answer)",448,test,singleop, Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled (230-(0.5*2))  egg rolls. What is the total number  of egg rolls Omar and Karen rolled?, Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled LOG(EXPONENTIAL(229))  egg rolls. What is the total number  of egg rolls Omar and Karen rolled?, Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled (229.0*(sec^2(81)-tan^2(81)))  egg rolls. What is the total number  of egg rolls Omar and Karen rolled?
consensus,"Solve the following math word problem.

 Each CD rack holds 8 CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Each CD rack holds 8 CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['32'],['32'],math, Each CD rack holds 8 CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?,"answer=(8.0*4.0)
print(answer)",32,test,singleop, Each CD rack holds (7+(0.5*2))  CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?, Each CD rack holds LOG(EXPONENTIAL(8))  CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?, Each CD rack holds (9-(sec^2(80)-tan^2(80)))  CDs. A shelf can hold 4 racks. How many total CDs can fit on the shelf?
consensus,"Solve the following math word problem.

Pamela has 50 skittles. She gives 7 to Karen. How many skittles will Pamela have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Pamela has 50 skittles. She gives 7 to Karen. How many skittles will Pamela have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['43'],['43'],math,Pamela has 50 skittles. She gives 7 to Karen. How many skittles will Pamela have?,"answer=(50.0-7.0)
print(answer)",43,test,singleop,Pamela has 50 skittles. She gives (6+(24/24))  to Karen. How many skittles will Pamela have?,Pamela has 50 skittles. She gives LOG(EXPONENTIAL(7))  to Karen. How many skittles will Pamela have?,Pamela has 50 skittles. She gives (8-(cos^2(39) + sin^2(39)))  to Karen. How many skittles will Pamela have?
consensus,"Solve the following math word problem.

Charles has 4 apples. Jessica gives Charles 39 more. How many apples does Charles have in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Charles has 4 apples. Jessica gives Charles 39 more. How many apples does Charles have in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['43'],['43'],math,Charles has 4 apples. Jessica gives Charles 39 more. How many apples does Charles have in all?,"answer=(4.0+39.0)
print(answer)",43,test,singleop,Charles has 4 apples. Jessica gives Charles (39/(99/99))  more. How many apples does Charles have in all?,Charles has 4 apples. Jessica gives Charles EXPONENTIAL(LOG(39))  more. How many apples does Charles have in all?,Charles has 4 apples. Jessica gives Charles (38+(sec^2(38)-tan^2(38)))  more. How many apples does Charles have in all?
consensus,"Solve the following math word problem.

Jessica weighs 49 pounds. Thomas weighs 44 pounds. How much heavier is Jessica than Thomas?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Jessica weighs 49 pounds. Thomas weighs 44 pounds. How much heavier is Jessica than Thomas?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,Jessica weighs 49 pounds. Thomas weighs 44 pounds. How much heavier is Jessica than Thomas?,"answer=(49.0-44.0)
print(answer)",5,test,singleop,Jessica weighs 49 pounds. Thomas weighs (44.0*(13/13))  pounds. How much heavier is Jessica than Thomas?,Jessica weighs 49 pounds. Thomas weighs EXPONENTIAL(LOG(44))  pounds. How much heavier is Jessica than Thomas?,Jessica weighs 49 pounds. Thomas weighs (44.0*(cosec^2(42) - cot^2(42)))  pounds. How much heavier is Jessica than Thomas?
consensus,"Solve the following math word problem.

Shawn has 13 blocks. Mildred has with 2 blocks. Mildred finds another 84. How many blocks does Mildred end with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Shawn has 13 blocks. Mildred has with 2 blocks. Mildred finds another 84. How many blocks does Mildred end with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['86'],['86'],math,Shawn has 13 blocks. Mildred has with 2 blocks. Mildred finds another 84. How many blocks does Mildred end with?,"answer=(2.0+84.0)
print(answer)",86,test,singleop,Shawn has 13 blocks. Mildred has with (2.0*(0.5*2))  blocks. Mildred finds another 84. How many blocks does Mildred end with?,Shawn has 13 blocks. Mildred has with LOG(EXPONENTIAL(2))  blocks. Mildred finds another 84. How many blocks does Mildred end with?,Shawn has 13 blocks. Mildred has with (3-(cos^2(83) + sin^2(83)))  blocks. Mildred finds another 84. How many blocks does Mildred end with?
consensus,"Solve the following math word problem.

 30 dogs are barking. 10 more dogs start to bark. How many dogs are barking?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 30 dogs are barking. 10 more dogs start to bark. How many dogs are barking?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['40'],['40'],math, 30 dogs are barking. 10 more dogs start to bark. How many dogs are barking?,"answer=(30.0+10.0)
print(answer)",40,test,singleop, 30 dogs are barking. (10.0*(0.5*2))  more dogs start to bark. How many dogs are barking?, 30 dogs are barking. EXPONENTIAL(LOG(10))  more dogs start to bark. How many dogs are barking?, 30 dogs are barking. (10.0*(cosec^2(19) - cot^2(19)))  more dogs start to bark. How many dogs are barking?
consensus,"Solve the following math word problem.

It took Amanda 3 hours to stroll to Kimberly's house at 2 miles per hour. How far is it between Amanda's house and Kimberly's house?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

It took Amanda 3 hours to stroll to Kimberly's house at 2 miles per hour. How far is it between Amanda's house and Kimberly's house?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['6'],['6'],math,It took Amanda 3 hours to stroll to Kimberly's house at 2 miles per hour. How far is it between Amanda's house and Kimberly's house?,"answer=(3.0*2.0)
print(answer)",6,test,singleop,It took Amanda 3 hours to stroll to Kimberly's house at (3-(85/85))  miles per hour. How far is it between Amanda's house and Kimberly's house?,It took Amanda 3 hours to stroll to Kimberly's house at EXPONENTIAL(LOG(2))  miles per hour. How far is it between Amanda's house and Kimberly's house?,It took Amanda 3 hours to stroll to Kimberly's house at (2.0*(sec^2(48)-tan^2(48)))  miles per hour. How far is it between Amanda's house and Kimberly's house?
consensus,"Solve the following math word problem.

There are 3 eggs in each box. How many eggs are in 2 boxes?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 3 eggs in each box. How many eggs are in 2 boxes?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['6'],['6'],math,There are 3 eggs in each box. How many eggs are in 2 boxes?,"answer=(3.0*2.0)
print(answer)",6,test,singleop,There are (4-(99/99))  eggs in each box. How many eggs are in 2 boxes?,There are LOG(EXPONENTIAL(3))  eggs in each box. How many eggs are in 2 boxes?,There are (4-(cosec^2(14) - cot^2(14)))  eggs in each box. How many eggs are in 2 boxes?
consensus,"Solve the following math word problem.

If Norma wandered for 5 hours at 3 miles per hour. How far did Norma go?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

If Norma wandered for 5 hours at 3 miles per hour. How far did Norma go?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['15'],['15'],math,If Norma wandered for 5 hours at 3 miles per hour. How far did Norma go?,"answer=(5.0*3.0)
print(answer)",15,test,singleop,If Norma wandered for (5.0*(0.5*2))  hours at 3 miles per hour. How far did Norma go?,If Norma wandered for LOG(EXPONENTIAL(5))  hours at 3 miles per hour. How far did Norma go?,If Norma wandered for (6-(cosec^2(12) - cot^2(12)))  hours at 3 miles per hour. How far did Norma go?
consensus,"Solve the following math word problem.

Joseph has 67 candies. Kathy gives Joseph 38 more. How many candies does Joseph have in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Joseph has 67 candies. Kathy gives Joseph 38 more. How many candies does Joseph have in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['105'],['105'],math,Joseph has 67 candies. Kathy gives Joseph 38 more. How many candies does Joseph have in all?,"answer=(67.0+38.0)
print(answer)",105,test,singleop,Joseph has (68-(0.5*2))  candies. Kathy gives Joseph 38 more. How many candies does Joseph have in all?,Joseph has LOG(EXPONENTIAL(67))  candies. Kathy gives Joseph 38 more. How many candies does Joseph have in all?,Joseph has (67/(sec^2(63)-tan^2(63)))  candies. Kathy gives Joseph 38 more. How many candies does Joseph have in all?
consensus,"Solve the following math word problem.

 Isha’s pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Isha’s pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['24'],['24'],math," Isha’s pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?","answer=(12.0+12.0)
print(answer)",24,test,singleop," Isha’s pencil is (13-(30/30))  cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?"," Isha’s pencil is EXPONENTIAL(LOG(12))  cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?"," Isha’s pencil is (13-(sec^2(87)-tan^2(87)))  cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?"
consensus,"Solve the following math word problem.

 Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['88'],['88'],math, Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether?,"answer=(49.0+39.0)
print(answer)",88,test,singleop, Megan had 49 markers. Robert gave her (39.0*(0.5*2))  more markers. How many markers does Megan have altogether?, Megan had 49 markers. Robert gave her EXPONENTIAL(LOG(39))  more markers. How many markers does Megan have altogether?, Megan had 49 markers. Robert gave her (40-(cosec^2(2) - cot^2(2)))  more markers. How many markers does Megan have altogether?
verified,"Solve the following math word problem.

Diane has 37 crayons. She gets 5 more from Frances. Later, Diane buys 16 cards at the store. How many crayons does Diane have in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Diane has 37 crayons. She gets 5 more from Frances. Later, Diane buys 16 cards at the store. How many crayons does Diane have in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['42'],['42'],math,"Diane has 37 crayons. She gets 5 more from Frances. Later, Diane buys 16 cards at the store. How many crayons does Diane have in all?","answer=(37.0+5.0)
print(answer)",42,test,singleop,"Diane has 37 crayons. She gets 5 more from Frances. Later, Diane buys (15+(0.5*2))  cards at the store. How many crayons does Diane have in all?","Diane has 37 crayons. She gets 5 more from Frances. Later, Diane buys EXPONENTIAL(LOG(16))  cards at the store. How many crayons does Diane have in all?","Diane has 37 crayons. She gets 5 more from Frances. Later, Diane buys (16/(cosec^2(26) - cot^2(26)))  cards at the store. How many crayons does Diane have in all?"
consensus,"Solve the following math word problem.

Larry starts with 91 cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Larry starts with 91 cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['74'],['74'],math,Larry starts with 91 cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?,"answer=(91.0-17.0)
print(answer)",74,test,singleop,Larry starts with (92-(48/48))  cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?,Larry starts with EXPONENTIAL(LOG(91))  cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?,Larry starts with (90+(cosec^2(87) - cot^2(87)))  cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?
consensus,"Solve the following math word problem.

 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are 8 teachers. How many  students will be in each group?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are 8 teachers. How many  students will be in each group?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['32'],['32'],math, 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are 8 teachers. How many  students will be in each group?,"answer=(256.0/8.0)
print(answer)",32,test,singleop, 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are (7+(64/64))  teachers. How many  students will be in each group?, 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are LOG(EXPONENTIAL(8))  teachers. How many  students will be in each group?, 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are (7+(cosec^2(54) - cot^2(54)))  teachers. How many  students will be in each group?
consensus,"Solve the following math word problem.

 Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['63'],['63'],math, Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?,"answer=(28.0+35.0)
print(answer)",63,test,singleop, Paul had (28/(100/100))  strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?, Paul had LOG(EXPONENTIAL(28))  strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?, Paul had (27+(sec^2(79)-tan^2(79)))  strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?
consensus,"Solve the following math word problem.

There are 77 apples in a box. Louise has 9 apples in a bag. Scott takes 75 apples out of the box. How many apples are left in the box?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 77 apples in a box. Louise has 9 apples in a bag. Scott takes 75 apples out of the box. How many apples are left in the box?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['2'],['2'],math,There are 77 apples in a box. Louise has 9 apples in a bag. Scott takes 75 apples out of the box. How many apples are left in the box?,"answer=(77.0-75.0)
print(answer)",2,test,singleop,There are (77/(0.5*2))  apples in a box. Louise has 9 apples in a bag. Scott takes 75 apples out of the box. How many apples are left in the box?,There are LOG(EXPONENTIAL(77))  apples in a box. Louise has 9 apples in a bag. Scott takes 75 apples out of the box. How many apples are left in the box?,There are (76+(cosec^2(20) - cot^2(20)))  apples in a box. Louise has 9 apples in a bag. Scott takes 75 apples out of the box. How many apples are left in the box?
consensus,"Solve the following math word problem.

 There are 84 leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 There are 84 leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['11676'],['11676'],math, There are 84 leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?,"answer=(84.0*139.0)
print(answer)",11676,test,singleop, There are (84/(56/56))  leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?, There are EXPONENTIAL(LOG(84))  leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?, There are (84/(cos^2(2) + sin^2(2)))  leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?
consensus,"Solve the following math word problem.

If there are 76 erasers in a box and Patrick puts 9 more erasers inside, how many erasers are in the box?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

If there are 76 erasers in a box and Patrick puts 9 more erasers inside, how many erasers are in the box?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['85'],['85'],math,"If there are 76 erasers in a box and Patrick puts 9 more erasers inside, how many erasers are in the box?","answer=(76.0+9.0)
print(answer)",85,test,singleop,"If there are 76 erasers in a box and Patrick puts (8+(64/64))  more erasers inside, how many erasers are in the box?","If there are 76 erasers in a box and Patrick puts EXPONENTIAL(LOG(9))  more erasers inside, how many erasers are in the box?","If there are 76 erasers in a box and Patrick puts (9/(sec^2(24)-tan^2(24)))  more erasers inside, how many erasers are in the box?"
consensus,"Solve the following math word problem.

William starts with 15 tickets. He buys 3 more. How many tickets does William end with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

William starts with 15 tickets. He buys 3 more. How many tickets does William end with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['18'],['18'],math,William starts with 15 tickets. He buys 3 more. How many tickets does William end with?,"answer=(15.0+3.0)
print(answer)",18,test,singleop,William starts with (14+(0.5*2))  tickets. He buys 3 more. How many tickets does William end with?,William starts with LOG(EXPONENTIAL(15))  tickets. He buys 3 more. How many tickets does William end with?,William starts with (15.0*(cosec^2(38) - cot^2(38)))  tickets. He buys 3 more. How many tickets does William end with?
consensus,"Solve the following math word problem.

Janet has 57 apples. She finds another 95. How many apples does Janet have in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Janet has 57 apples. She finds another 95. How many apples does Janet have in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['152'],['152'],math,Janet has 57 apples. She finds another 95. How many apples does Janet have in all?,"answer=(57.0+95.0)
print(answer)",152,test,singleop,Janet has (57.0*(67/67))  apples. She finds another 95. How many apples does Janet have in all?,Janet has EXPONENTIAL(LOG(57))  apples. She finds another 95. How many apples does Janet have in all?,Janet has (57/(cos^2(83) + sin^2(83)))  apples. She finds another 95. How many apples does Janet have in all?
consensus,"Solve the following math word problem.

 Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's  brother give her?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's  brother give her?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['26'],['26'],math, Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's  brother give her?,"answer=(44.0-18.0)
print(answer)",26,test,singleop, Robin had (18/(0.5*2))  pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's  brother give her?, Robin had EXPONENTIAL(LOG(18))  pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's  brother give her?, Robin had (18.0*(cosec^2(18) - cot^2(18)))  pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's  brother give her?
consensus,"Solve the following math word problem.

 You have collected 7 crickets. How many more crickets do you need to collect to have 11 crickets?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 You have collected 7 crickets. How many more crickets do you need to collect to have 11 crickets?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['4'],['4'],math, You have collected 7 crickets. How many more crickets do you need to collect to have 11 crickets?,"answer=(11.0-7.0)
print(answer)",4,test,singleop, You have collected 7 crickets. How many more crickets do you need to collect to have (12-(0.5*2))  crickets?, You have collected 7 crickets. How many more crickets do you need to collect to have EXPONENTIAL(LOG(11))  crickets?, You have collected 7 crickets. How many more crickets do you need to collect to have (11.0*(cosec^2(76) - cot^2(76)))  crickets?
consensus,"Solve the following math word problem.

 The clown blew up 47 balloons. Then he blew up 13 more balloons. How many balloons does the clown have now?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 The clown blew up 47 balloons. Then he blew up 13 more balloons. How many balloons does the clown have now?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['60'],['60'],math, The clown blew up 47 balloons. Then he blew up 13 more balloons. How many balloons does the clown have now?,"answer=(47.0+13.0)
print(answer)",60,test,singleop, The clown blew up (47.0*(0.5*2))  balloons. Then he blew up 13 more balloons. How many balloons does the clown have now?, The clown blew up LOG(EXPONENTIAL(47))  balloons. Then he blew up 13 more balloons. How many balloons does the clown have now?, The clown blew up (47/(sec^2(85)-tan^2(85)))  balloons. Then he blew up 13 more balloons. How many balloons does the clown have now?
consensus,"Solve the following math word problem.

 Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['50'],['50'],math, Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?,"answer=(86.0-36.0)
print(answer)",50,test,singleop, Mrs. Snyder made (87-(0.5*2))  heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?, Mrs. Snyder made LOG(EXPONENTIAL(86))  heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?, Mrs. Snyder made (85+(cos^2(63) + sin^2(63)))  heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?
consensus,"Solve the following math word problem.

If Charles strolled 6 miles at 3 miles per hour, how long was Charles travelling?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

If Charles strolled 6 miles at 3 miles per hour, how long was Charles travelling?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['2'],['2'],math,"If Charles strolled 6 miles at 3 miles per hour, how long was Charles travelling?","answer=(6.0/3.0)
print(answer)",2,test,singleop,"If Charles strolled (6.0*(0.5*2))  miles at 3 miles per hour, how long was Charles travelling?","If Charles strolled LOG(EXPONENTIAL(6))  miles at 3 miles per hour, how long was Charles travelling?","If Charles strolled (6/(sec^2(34)-tan^2(34)))  miles at 3 miles per hour, how long was Charles travelling?"
